tweetid,content,max_speech_type,max_agg_type,max_target_type,label,aggr,target,text
1281832046789156865,"Chinese communist party is not China, nor Chinese people. They are gangsters and criminals. CCP and WHO together cover up the virus outbreak, which caused half of million deaths. @CliveCHamilton @ErykBagshaw @JamesFernyhough @StanGrantMOF @ASPI_org https://t.co/Y8bzqdMOcY",normal,not_aggressive,na,0,0,0,"chinese communist party is not china, nor chinese people. they are gangsters and criminals. ccp and who together cover up the virus outbreak, which caused half of million deaths. <user> <url>"
1336262163900600322,"Slovakia's mass Covid testing cut infection rate by 60%, researchers say https://t.co/eThT53ZHmL",normal,not_aggressive,na,0,0,0,"slovakia's mass covid testing cut infection rate by 60%, researchers say <url>"
1299492231221370880,Free public education means we must continually work to break down barriers to learning. We need @MarkMeadows @stevenmnuchin1 to #FundEducation &amp; support state and local governments by #FundPublicSchools! #COVID19 #Equity #Education #EdJustice #edutwitter #FundTheFrontLines,normal,not_aggressive,na,0,0,0,free public education means we must continually work to break down barriers to learning. we need <user> to fund education &amp; support state and local governments by fund public schools! covid19 equity education ed justice edu twitter fund the frontlines
1301271969741107202,"neymar com covid, wtf",normal,not_aggressive,na,0,0,0,"neymar com covid, wtf"
1307132936727265281,Snoop Dogg gettin all type of $$$ lol nigga got a corona commercial,normal,not_aggressive,na,0,0,0,snoop dogg gettin all type of $$$ lol nigga got a corona commercial
1286206598516314113,#NBA ends relationship with academy in #China. #kashmir #himachal #UK #USA #australia #africa #COVID19 #coronavirus #africa #auspol #HaloInfinite #CCPVirus #ChinaFreeWorld #indianarmy #Uyghurs https://t.co/eEbfugm811,normal,not_aggressive,na,0,0,0,nba ends relationship with academy in china. kashmir himachal uk usa australia africa covid19 coronavirus africa auspol halo infinite ccp virus china free world indian army uyghur s <url>
1323891908746227714,@Foxnews is a Fraud just like #Fauci is . . #neverforget911 #Climate #Fraud #cdc #plandemic #fakepandemic #lockdown #masks #coronavirus #coronavirushoax #wuhanvirus #chinavirus #fouciisafraud #drfouci #democrats #dnc #blm #antifa #Liberty #FAUCIISALIAR #Muzzles,abusive,somewhat_aggressive,na,1,1,0,<user> is a fraud just like fa uci is . . never forget 911 climate fraud cdc plan demi c fake pandemic lockdown masks coronavirus hoax wuhan virus chinavirus fo uci is a fraud dr fo uci democrats dnc blm antifa liberty fa uciisaliar muzzles
1299854925443158016,@whatsuptucson we got some party rockers on 6th and Euclid. guess COVID is over,normal,not_aggressive,na,0,0,0,<user> we got some party rockers on 6th and euclid. guess covid is over
1339474383320932354,BROUGHT TO YOU BY A NIGGA DURING LOCKDOWN. SLAPPER. 4PM START! KNOW IT SAYS 5. PLEASE SPREAD WORD. #KITAPOGIN https://t.co/LkCwMaZbCq,normal,not_aggressive,na,0,0,0,brought to you by a nigga during lockdown. slapper. 4pm start! know it says 5. please spread word. kita pog in <url>
1303431268483428352,"How come there's a bunch of #farright cultists raging vs #BoycottMulan? Aren't they still being fed with the usual #narrative, including #sinophobia? Or is it that they #fear the #resistance against #CCP/#Chinese #Nationalism to somehow strengthen the one in their own country? https://t.co/OLKR6TRyip",abusive,somewhat_aggressive,na,1,1,0,"how come there's a bunch of far right cultists raging vs boycott mulan? aren't they still being fed with the usual narrative, including sinophobia? or is it that they fear the resistance against ccp/ chinese nationalism to somehow strengthen the one in their own country? <url>"
1279421042797273088,Governor warns #California officials to enforce health rules - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic #socialdistancing #virus #hotspot #mask https://t.co/rsMVa0edPX,normal,not_aggressive,na,0,0,0,governor warns california officials to enforce health rules - covid19 covid coronavirus trump biden pandemic social distancing virus hotspot mask <url>
1278508119203516416,Good work #ChinaVirus #TiktokBannedInIndia #TikTok https://t.co/SMuO3phrSa,abusive,somewhat_aggressive,anti_asian,1,1,1,good work chinavirus tik tok banned in india tik tok <url>
1289171125692375040,Ccp's main objective of current agrrisive diplomatic is to reshape world order in which they try to bring legitimate approach from world institutions to Chinese authoritarian government. Forinstance they are comparing their handle of pandemic with USA where they show strength.,abusive,not_aggressive,anti_asian,1,0,1,ccp's main objective of current agrrisive diplomatic is to reshape world order in which they try to bring legitimate approach from world institutions to chinese authoritarian government. forinstance they are comparing their handle of pandemic with usa where they show strength.
1326603112317145088,Did just test positive for chinavirus shady grove hospital. Not keeping me overnight not giving any meds. Why not give me meds Pres @realDonaldTrump took?,abusive,somewhat_aggressive,na,1,1,0,did just test positive for chinavirus shady grove hospital. not keeping me overnight not giving any meds. why not give me meds pres <user> took?
1309660500666519552,"My teachers really out here acting like social- distancing means no social life, with the amount of work they giving me",normal,not_aggressive,na,0,0,0,"my teachers really out here acting like social- distancing means no social life, with the amount of work they giving me"
1302611109099319297,Niggas dont wanna go to lunch or brunch. Not meeting you for drinks. Not coming to your kickback. No thank you. Unless everyone in the room has been tested and the results are negative for COVID?? There is no reason to gather. Mfs are dying fr,normal,not_aggressive,na,0,0,0,niggas dont wanna go to lunch or brunch. not meeting you for drinks. not coming to your kickback. no thank you. unless everyone in the room has been tested and the results are negative for covid?? there is no reason to gather. mfs are dying fr
1339823938109648896,this nigga Em dropped a song bout Covid,normal,not_aggressive,na,0,0,0,this nigga em dropped a song bout covid
1327512106393071616,"#momentomori thank you for an amazing year. There are no words for what you have done for everyone throughout this year. There are no words. Mark,Ethan,Unas,Annus,editors. You have helped me through lockdown and other times and I appreciate that so much. Now the year ends.. https://t.co/iYH7VHAy5y",normal,not_aggressive,na,0,0,0,"moment omori thank you for an amazing year. there are no words for what you have done for everyone throughout this year. there are no words. mark,ethan,unas,annus,editors. you have helped me through lockdown and other times and i appreciate that so much. now the year ends.. <url>"
1289300402521821186,"U2 Donates Whopping Sum to Live Music Industry During Pandemic 7/30/2020byJoe Lynch U2 U2, a band renowned for their long-running charitable efforts on a global scale, is continuing to https://t.co/1ip626XcCp",normal,not_aggressive,na,0,0,0,"u2 donates whopping sum to live music industry during pandemic 7/30/2020byjoe lynch u2, a band renowned for their long-running charitable efforts on a global scale, is continuing to <url>"
1327730899434213376,Why are we the only country that understands Chinavirus is fake? Most Americans understand that it is fake but most non Americans even pro American ones say it's real are non American pro Americans communist too #ShitAmericansSay https://t.co/KIXViQpJSI https://t.co/Yp7kOgI0mF,abusive,somewhat_aggressive,na,1,1,0,why are we the only country that understands chinavirus is fake? most americans understand that it is fake but most non americans even pro american ones say it's real are non american pro americans communist too shit americans say <url> <url>
1295789395187044355,Safe restart of tourism is possible @UNWTO https://t.co/6r7OTX15wd #travel #africa #COVID19 #tourism #marketing #business #travelling,normal,not_aggressive,na,0,0,0,safe restart of tourism is possible <user> <url> travel africa covid19 tourism marketing business travelling
1282718570921762816,COVID-19: Nigeria losing billions for not embracing new world order(VIDEO) https://t.co/BwjliJawte,normal,not_aggressive,na,0,0,0,covid19: nigeria losing billions for not embracing new world order(video) <url>
1291996915266199553,"RTPOTUS: RT realDonaldTrump: I will be doing a news conference on the ChinaVirus, the just announced very good economic numbers, and the improving economy, at 7pm from Bedminster, New Jersey. Also, the subject of the Beirut, Lebanon catastrophe will be discussed.",normal,not_aggressive,na,0,0,0,"rtpotus: realdonaldtrump: i will be doing a news conference on the chinavirus, the just announced very good economic numbers, and the improving economy, at 7pm from bedminster, new jersey. also, the subject of the beirut, lebanon catastrophe will be discussed."
1316839586966855681,Why Africa has seen such low COVID-19 death rates https://t.co/Eq2Cm3gB0w #SmartNews,normal,not_aggressive,na,0,0,0,why africa has seen such low covid19 death rates <url> smart news
1283594690823151621,Young niggas really out here spreading corona willingly,normal,not_aggressive,na,0,0,0,young niggas really out here spreading corona willingly
1306466375167356928,In #JSE Direct this week / Buying after the lockdown / Foschini update spooks market / African Rainbow Capital results and rights issue / Pan African Resources results / Super Group results / Metrofile results and 330c delisting still happening? https://t.co/g5UWI02QE8 https://t.co/WBNyCcpIef,normal,not_aggressive,na,0,0,0,in jse direct this week / buying after the lockdown / foschini update spooks market / african rainbow capital results and rights issue / pan african resources results / super group results / metrofile results and 330c delisting still happening? <url> <url>
1340006090566737923,BRO WTF IS UP WITH FAMILY GUILT TRIPPIN NIGGAS FOR NOT COMING HOME FOR THE HOLIDAY IN A COVID SPIKE DAMN,normal,not_aggressive,na,0,0,0,bro wtf is up with family guilt trippin niggas for not coming home for the holiday in a covid spike damn
1343448003919679490,Coronavirus cases in South Africa have surpassed one million cases. https://t.co/veIueCcPBY,normal,not_aggressive,na,0,0,0,coronavirus cases in south africa have surpassed one million cases. <url>
1318340544825733120,"Remember events? We're bringing Toyota Untold to you from Las Vegas, at the ultimate #Supra gathering before COVID-19: https://t.co/KpZJgW7PnJ #LetsGoPlaces https://t.co/XmVP5qAYNT https://t.co/PR0HDQCNMA",normal,not_aggressive,na,0,0,0,"remember events? we're bringing toyota untold to you from las vegas, at the ultimate supra gathering before covid19: <url> lets go places <url> <url>"
1278730896124686338,"@palkisu I have always admired your bold journalism, taking on the CCP single handedly long before and even more ever since the ""Wuhan Virus"" broke out. You go girl :)",abusive,somewhat_aggressive,anti_asian,1,1,1,"<user> i have always admired your bold journalism, taking on the ccp single handedly long before and even more ever since the ""wuhan virus"" broke out. you go girl :)"
1295790531159744518,South Africa: Premier Alan Winde On COVID-19 Update August - https://t.co/troY0ruEQk #COVID19 #TuesdayMotivation #ItIsWhatItIs,normal,not_aggressive,na,0,0,0,south africa: premier alan winde on covid19 update august - <url> covid19 tuesday motivation it is what it is
1320621723205550081,"Gao Fu, director of the Chinese CDC, said at the 15th International Genomics Conference that there may be an updated coronavirus in the future. It is COVID-19 now, and there may be COVID-20 and COVID-30 . ""This is my prediction and warning."" How evil CCP is!",normal,not_aggressive,na,0,0,0,"gao fu, director of the chinese cdc, said at the 15th international genomics conference that there may be an updated coronavirus in the future. it is covid19 now, and there may be covid-20 and covid-30 . ""this is my prediction and warning."" how evil ccp is!"
1301274100715978757,"Aye I need sum hos that gonna get naked in this kickback in October, niggas with money are welcome broke niggas stay home",normal,not_aggressive,na,0,0,0,"aye i need sum hos that gonna get naked in this kickback in october, niggas with money are welcome broke niggas stay home"
1308406948367343617,Avoiding a Climate Lockdown by Mariana Mazzucato @ProSyn https://t.co/Wxi64RH41D,normal,not_aggressive,na,0,0,0,avoiding a climate lockdown by mariana mazzucato <user> <url>
1319660725909016576,My mom just tested positive for Covid and she doesnt even go anywhere w/o her mask BUT my stepdad stay bringing his friends over like a dummy so now I got smoke with that nigga.,normal,somewhat_aggressive,na,0,1,0,my mom just tested positive for covid and she doesnt even go anywhere w/o her mask but my stepdad stay bringing his friends over like a dummy so now i got smoke with that nigga.
1302830643584393216,The only thing worse than COVID-19 #ChinaVirus would be BIDEN-20,normal,not_aggressive,na,0,0,0,the only thing worse than covid19 chinavirus would be biden-20
1298852544270045184,"""To prevent the next #pandemic, we need to change our relationship with #nature, or more #viruses like #COVID19 will jump from animals to humans"", says the #UN. https://t.co/wpKIz5SI6i #ChineseVirusCorona #health #healthcare #UG4PH #SDGs #GlobalGoals https://t.co/X0aE6YniRp",normal,not_aggressive,na,0,0,0,"""to prevent the next pandemic, we need to change our relationship with nature, or more viruses like covid19 will jump from animals to humans"", says the un. <url> chinese virus corona health healthcare ug4ph sdgs global goals <url>"
1326793137117945858,CAN FKING KEEP UP OR YOU YOU WANNA KEEP UP WITH IGNORANCE THE BILLIONAIRE BOY IS NAMING HES FKING FITNESS BRAND STAY FOCUSED MY NIGGA DROPPED SKELETONS ON HALLOWEEN ASKING ME WHY IM NOT RELEVANT 54 DIED IN MY HOME CITY MEEK MILLY IN THE WHITE WEARING A SKULLY IM DANGEROUS BE SAFE,abusive,not_aggressive,na,1,0,0,can fking keep up or you wanna keep up with ignorance the billionaire boy is naming hes fking fitness brand stay focused my nigga dropped skeletons on halloween asking me why im not relevant 54 died in my home city meek milly in the white wearing a skully im dangerous be safe
1337172016881917956,Fuck COVID. Fuck Donald Trump. Fuck the CCP. Fuck Anti-Maskers. Fuck Anti-Vaxxers.,abusive,very_aggressive,na,1,2,0,fuck covid. fuck donald trump. fuck the ccp. fuck anti-maskers. fuck anti-vaxxers.
1306593993518493697,"LOCKDOWN: South African Small Businesses(SMME) CAN operate amid Coronavirus COVID- 19 pandemic, learn here how: https://t.co/CCPkMHltYe #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica Gavin Hunt",normal,not_aggressive,na,0,0,0,"lockdown: south african small businesses(smme) can operate amid coronavirus covid- 19 pandemic, learn here how: <url> coronavirus s a coronavirus in sa covid19sa south africa lockdown in sa lockdown in south africa gavin hunt"
1305242394263277570,UN Admits Gates-Funded Vaccine Is Causing Polio Outbreak in Africa https://t.co/nSSzFZEX5J https://t.co/wc1UrVE5ky,normal,not_aggressive,na,0,0,0,un admits gates-funded vaccine is causing polio outbreak in africa <url> <url>
1317395192207507456,A medic's case against another lockdown https://t.co/GeHceGESnI via @spectator,normal,not_aggressive,na,0,0,0,a medic's case against another lockdown <url> via <user>
1327863007465132033,#RT @pozmagazine: Want a Free Box of Sex-Positive Goodies? @trentonstraube https://t.co/yx1lxmfQzm #AfricanAmerican #community #Latino #prevention #COVID19,normal,not_aggressive,na,0,0,0,<user> want a free box of sex-positive goodies? <user> <url> african american community latino prevention covid19
1337173278302085120,VP Transcript re Vaccine against #ChinaVirus https://t.co/1qvBwa7req,normal,not_aggressive,na,0,0,0,vp transcript re vaccine against chinavirus <url>
1278871844939071488,@ChrisCuomo why is Trump calling it Chinavirus?,normal,somewhat_aggressive,na,0,1,0,<user> why is trump calling it chinavirus?
1325801225489616898,"Chen Weihua - CCP The US to hit 10 million cases from Covid-19, likely tomorrow or so. https://t.co/E0oiWhFeyt Gordon Chang This is a grim reminder why we must decouple from #China. #XiJinping's regime took steps, including lying about contagiousness and pressuring ...",normal,not_aggressive,na,0,0,0,"chen weihua - ccp the us to hit 10 million cases from covid19, likely tomorrow or so. <url> gordon chang this is a grim reminder why we must decouple from china. xi jinping's regime took steps, including lying about contagiousness and pressuring ..."
1310705237544534019,"The number of new #COVID19 cases in the United States has risen for two weeks in a row in 27 out of 50 states, with North Carolina and New Mexico both reporting increases above 50% last week. #COVID_19 #recession #stockmarket #trading https://t.co/dArXonBi7N",normal,not_aggressive,na,0,0,0,"the number of new covid19 cases in the united states has risen for two weeks in a row in 27 out of 50 states, with north carolina and new mexico both reporting increases above 50% last week. covid_19 recession stock market trading <url>"
1295183451981672449,No more bullsh*t. Walked away from Donkeys April 2020 after doing my research to answer so many questions I had regarding #COVID19 #coronavirus #chinavirus #plandemic #Trump2020 #MakeAmericaGreatAgain,normal,not_aggressive,na,0,0,0,no more bullsh*t. walked away from donkeys april 2020 after doing my research to answer so many questions i had regarding covid19 coronavirus chinavirus plan demi c trump 2020 make america great again
1314611954980397057,This writer is an ass &amp; myopic...people of colour are often store emp making sure we can still get our food &amp; toilet paper. They r frontline workers without protection given to nurses People of colour make up 66% of Ottawa's COVID-19 cases | CBC News https://t.co/cxWTW1lAxo,normal,somewhat_aggressive,na,0,1,0,this writer is an ass &amp; myopic...people of colour are often store emp making sure we can still get our food &amp; toilet paper. they r frontline workers without protection given to nurses people of colour make up 66% of ottawa's covid19 cases | cbc news <url>
1308412810108571650,How Covid-19 is changing the workplace &amp; the role HRM can play: View more at https://t.co/BuO37rgvgz,normal,not_aggressive,na,0,0,0,how covid19 is changing the workplace &amp; the role hrm can play: view more at <url>
1310442880196960257,Fellows have started returning to their schools &amp; communities where there are LOW/ NO COVID cases. This is just one of the many trips that we have done last week. Community return continues this week as well. #myTFNstory #EducationCannotWait https://t.co/ANF0CGjc8J,normal,not_aggressive,na,0,0,0,fellows have started returning to their schools &amp; communities where there are low/ no covid cases. this is just one of the many trips that we have done last week. community return continues this week as well. my tfn story education cannot wait <url>
1330623208643555330,"Niggas still saying covid is fake ? im getting 80s-nitrite-popper-gay-club-aids vibes #wrapitup ... your face, that is",normal,not_aggressive,na,0,0,0,"niggas still saying covid is fake ? im getting 80s-nitrite-popper-gay-club-aids vibes wrap it up ... your face, that is"
1300166426687397893,"It's the way South Africans chose to ignore the existence of Covid-19/Coronavirus and move on with their lives. Like, they're so unbothered https://t.co/Lab8HTbNbG",normal,not_aggressive,na,0,0,0,"it's the way south africans chose to ignore the existence of covid19/coronavirus and move on with their lives. like, they're so unbothered <url>"
1295191286568366080,City of Walthourville announces closure of City Hall due to COVID-19 https://t.co/MV05NyvuLT,normal,not_aggressive,na,0,0,0,city of walthourville announces closure of city hall due to covid19 <url>
1281196095251464193,"Watch ""US begins formal withdrawal from WHO over China biasness | World News"" on YouTube - https://t.co/6l9yUwxSXm #COVID19 ##CCPVirus #WHOLiedPeopleDied",normal,not_aggressive,na,0,0,0,"watch ""us begins formal withdrawal from who over china biasness | world news"" on youtube - <url> covid19 ccp virus who lied people died"
1317814381787348992,This Nigga James so funny Me : I got corona Him : man I been Trynna fuck a bitch with a corona,normal,not_aggressive,na,0,0,0,this nigga james so funny me : i got corona him : man i been trynna fuck a bitch with a corona
1316839707754594306,This nigga @Marlon23rd Came Ghost in a pandemic,normal,not_aggressive,na,0,0,0,this nigga <user> came ghost in a pandemic
1309409382195658752,"US futures, EU equities turn read on #COVID19 second wave concerns, #USD shows signs of strength",normal,not_aggressive,na,0,0,0,"us futures, eu equities turn read on covid19 second wave concerns, usd shows signs of strength"
1319687525728964610,"I scored 9 out of 10 on the ""How well do you know the coronavirus lockdown rules?"" quiz https://t.co/VKCR20OknV via @MetroUK It really isn't that hard to understand the rules surrounding COVID.",normal,not_aggressive,na,0,0,0,"i scored 9 out of 10 on the ""how well do you know the coronavirus lockdown rules?"" quiz <url> via <user> it really isn't that hard to understand the rules surrounding covid."
1283128661831368705,Lockdown is starting again..... yall better not go crazy over toilet paper smh,normal,not_aggressive,na,0,0,0,lockdown is starting again..... yall better not go crazy over toilet paper smh
1327720522881380353,SOO WTH ARE REPERCUSSIONS TO CHINA CCP FOR COVID?,abusive,somewhat_aggressive,anti_asian,1,1,1,soo wth are repercussions to china ccp for covid?
1338033017269465088,RT @hari32146434: RT @hari32146434: RT @MK_JatSikar: RT @AgniveshV: RT @MBJat_Sikar: RT @AgniveshV: RT @DcMaida57: RT @hari32146434: @GovindDotasra @rajeduofficial :stayhome::dothefive::dothefive::dothefive: #____ #Rajasthan_Computer_Teacher,normal,not_aggressive,na,0,0,0,<user> :stay home::dothefive::dothefive::dothefive: _ rajasthan _computer_ teacher
1293015147963981825,Africa closes in on 1m reported cases of covid-19 https://t.co/oiOzXiI9pc,normal,not_aggressive,na,0,0,0,africa closes in on 1m reported cases of covid19 <url>
1287042684507619328,"Hebei Province, China-source of #CCPVirus #COVID19 and home to neighboring prisons and military run organ #transplant hospitals. Prisoners of conscience, used as donors, are the victims of brutal live forced organ harvesting. #ChinaTruth https://t.co/EuUXKmNBoQ",abusive,somewhat_aggressive,anti_asian,1,1,1,"hebei province, china-source of ccp virus covid19 and home to neighboring prisons and military run organ transplant hospitals. prisoners of conscience, used as donors, are the victims of brutal live forced organ harvesting. china truth <url>"
1321224930424287233,@thehill 'We're in a crisis stage': Texas border city reels from coronavirus surge https://t.co/Z1uaP3g4vV #MAGA #ChinaVirus #coronavirus #COVID19,hate,somewhat_aggressive,anti_asian,2,1,1,<user> 'we're in a crisis stage': texas border city reels from coronavirus surge <url> maga chinavirus coronavirus covid19
1304289409248813056,"To him, Im a killer.. To her, Im a lover.. I always wear a mask &amp; I always wear a rubber.. yeah Im from the hood but I live in suburbs.. they love a nigga vibe, thats why I got the coverrr... - Lil Wayne : Workin Em https://t.co/lqufc7dms7",normal,not_aggressive,na,0,0,0,"to him, im a killer.. to her, im a lover.. i always wear a mask &amp; i always wear a rubber.. yeah im from the hood but i live in suburbs.. they love a nigga vibe, thats why i got the coverrr... - lil wayne : workin em <url>"
1335173777295089664,Its starting!! #CoronaVaccine is gonna be forced on people who question it! #vaccine #Communist #StopTheSteaI @realDonaldTrump #Pfizer #ChinaJoe #ChinaVirus #ChildLivesMatter #vaccination #VaccineDamage #Psyop #MKUltimate #InThisTogether @Project_Veritas https://t.co/4IGJUCs9jV,normal,not_aggressive,na,0,0,0,its starting!! corona vaccine is gonna be forced on people who question it! vaccine communist stop the stea i <user> pfizer china joe chinavirus child lives matter vaccination vaccinedamage psyop mk ultimate in this together <user> <url>
1321247268931096582,Reminder that the CCP created covid-19 and released the virus on purpose.,hate,somewhat_aggressive,anti_asian,2,1,1,reminder that the ccp created covid19 and released the virus on purpose.
1333960308789026816,"Have just lost another member of the family due to Covid. The head table at the family reunion, if there ever is one again, lost another sweet and beautiful lady. Do me a favor and take this seriously please.",normal,not_aggressive,na,0,0,0,"have just lost another member of the family due to covid. the head table at the family reunion, if there ever is one again, lost another sweet and beautiful lady. do me a favor and take this seriously please."
1318073674189201408,"Europe is getting locked down at a very high rate due to the second wave of #coronavirus! We should be very much concerned as Africans. Meanwhile, be smart, be safe #Avoidlockdown Wash your hands Wear your mask - correctly Avoid public gathering",normal,not_aggressive,na,0,0,0,"europe is getting locked down at a very high rate due to the second wave of coronavirus! we should be very much concerned as africans. meanwhile, be smart, be safe avoid lockdown wash your hands wear your mask - correctly avoid public gathering"
1303955434647285760,"Findings from our @GCRF_TCCP #Covid19 and #tobacco project in Africa (focusing on Ghana, Ethiopia and Uganda) will be presented at a webinar hosted by @AfricaNoTobacco on Sept 15th 13:00 GMT. Speakers @LindaBauld @DeressaW4 @NyamurungiKell1 &amp; Prof Ellis Owusu-Dabo https://t.co/oKTry09iEP",normal,not_aggressive,na,0,0,0,"findings from our <user> covid19 and tobacco project in africa (focusing on ghana, ethiopia and uganda) will be presented at a webinar hosted by <user> on sept 15th 13:00 gmt. speakers <user> &amp; prof ellis owusu-dabo <url>"
1282720588809801729,Nigga I wouldnt go to the mall pre-COVID but yall wanna go to the mall NOW??,normal,not_aggressive,na,0,0,0,nigga i wouldnt go to the mall pre-covid but yall wanna go to the mall now??
1278939504347406336,More than 3000 health workers in South Africa tested positive for COVID-19,normal,not_aggressive,na,0,0,0,more than 3000 health workers in south africa tested positive for covid19
1284600714027847684,This is how I feel on the inside when I wear my yellow corona mask https://t.co/Tkz3XdKZur,normal,not_aggressive,na,0,0,0,this is how i feel on the inside when i wear my yellow corona mask <url>
1287713876071649280,Canada ranks worst in elderly care home coronavirus deaths: study https://t.co/sqvRtWVidh 25 Jun 2020 #QUOTE 81% of COVID-19 deaths in Canada were recorded in long-term care homes .. #CoronaVirus #WuhanVirus #COVID19 #CCPVirus qt-covid19-news-538 by #BorderObserver,normal,not_aggressive,na,0,0,0,canada ranks worst in elderly care home coronavirus deaths: study <url> 25 jun 2020 quote 81% of covid19 deaths in canada were recorded in long-term care homes .. coronavirus wuhan virus covid19 ccp virus qt-covid19-news-538 by border observer
1283380084443877376,In the corona era ... everyone is told to maintain social distancing to be safe..but look at the way Pilot is keeping his distance from Gahlot Kuchh jyada nahi ho gya Itna distance thode hi na kaha gya tha bhai #SachinPilot #AshokGehlot #Rajasthan #RajasthanPolitics,normal,not_aggressive,na,0,0,0,in the corona era ... everyone is told to maintain social distancing to be safe..but look at the way pilot is keeping his distance from gahlot kuchh jyada nahi ho gya itna distance thode hi na kaha gya tha bhai sachin pilot ashok gehlot rajasthan rajasthanpolitics
1296365675435433984,Corona pls stooooop!,normal,not_aggressive,na,0,0,0,corona pls stooooop!
1289102127688749056,Check out this news! #coronavirus #COVID_19 #COVID19 #COVID19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus &gt;share and RT! https://t.co/pd9oUFIQme,hate,somewhat_aggressive,anti_asian,2,1,1,check out this news! coronavirus covid_19 covid19 wuhan coronavirus china wuhan coronavirus chinavirus &gt;share and ! <url>
1278939046392274944,"Racism Common Factor in Deaths in '95 Chicago Heat Wave, COVID-19 #Healthcare #Racism #HealthPolicy #AfricanAmericans #publichealth #Chicago #COVID-19 #coronavirus #pandemic #policebrutality #heatwavedeaths #DrLindaMurray https://t.co/rAy2cxueoe",normal,not_aggressive,na,0,0,0,"racism common factor in deaths in '95 chicago heat wave, covid19 healthcare racism health policy african americans public health chicago covid19 coronavirus pandemic police brutality heat wave deaths dr linda murray <url>"
1290682809028415494,"Am I a joke to you now, Karen?The Chinavirus https://t.co/W5ngPBKZw4",abusive,somewhat_aggressive,na,1,1,0,"am i a joke to you now, karen?the chinavirus <url>"
1301265730642612224,Learn how to attach the ninth amendment to your public actions and not even the constitution can be used to stop you. #Constitution #9th #WallpaperWednesday #COVID19,normal,not_aggressive,na,0,0,0,learn how to attach the ninth amendment to your public actions and not even the constitution can be used to stop you. constitution 9th wallpaper wednesday covid19
1316748628367736832,sick of these nig*as COVID 19,normal,not_aggressive,na,0,0,0,sick of these nig*as covid 19
1278497545207988224,#Engineers are Converting Old Shipping Containers into Mobile ICUs https://t.co/xFwZFfcqaI #covid #design #icu #pandemic,normal,not_aggressive,na,0,0,0,engineers are converting old shipping containers into mobile icus <url> covid design icu pandemic
1338726293597286403,Africa could reach for Corona Virus vaccine without worry.,normal,not_aggressive,na,0,0,0,africa could reach for corona virus vaccine without worry.
1337184960940302337,I be watching movies forgetting theyre pre pandemic times. Niggas be at a party and in my mind Im in in a panoramic???,normal,not_aggressive,na,0,0,0,i be watching movies forgetting theyre pre pandemic times. niggas be at a party and in my mind im in a panoramic???
1314613493451108365,The COVID test hurt so bad I almost believed the niggas on Facebook saying its a chip,normal,not_aggressive,na,0,0,0,the covid test hurt so bad i almost believed the niggas on facebook saying its a chip
1328072345286795271,"Lockdown date with @corey_hyufc97, never been this happy before https://t.co/3qGS5whljZ",normal,not_aggressive,na,0,0,0,lockdown date with <user> never been this happy before <url>
1278725019745517568,This portrait is made with the pics of all the doctors and nurses who passed away in this #COVID19 pandemic. #PakistanFightsCorona #PakistanZindabad #Pakistan #Pakistani #Courtesy @Shaa_Fi20 https://t.co/rZqInApMGV,normal,not_aggressive,na,0,0,0,this portrait is made with the pics of all the doctors and nurses who passed away in this covid19 pandemic. pakistan fights corona pakistan zindabad pakistan pakistani courtesy <user> <url>
1336317290363547649,"Side by side with the Himalayan standoff, another front opens in India-China feud #BoycottChina #BoycottChineseProducts #BoycottMadeInChina #SanctionChina #Chinamustfall #ChinaVirus https://t.co/OAIziJyoDO via @economictimes",normal,not_aggressive,na,0,0,0,"side by side with the himalayan standoff, another front opens in india-china feud boycott china boycott chinese products boycott made in china sanction china must fall chinavirus <url> via <user>"
1335154784135995392,Corona has fucked up my game fasho Lmaooooo I would have niggas but noooooo everything closed,normal,not_aggressive,na,0,0,0,corona has fucked up my game fasho lmaooooo i would have niggas but noooooo everything closed
1337624232088354816,African-American community hesitant to receive Covid vaccine https://t.co/dowGTJqqqI https://t.co/HqXyti8zN1,normal,not_aggressive,na,0,0,0,african-american community hesitant to receive covid vaccine <url> <url>
1316076593849290752,YOU WANNA SEE SOCIAL DISTANCING? LOAN A NIGGA SOME MONEY,normal,not_aggressive,na,0,0,0,you wanna see social distancing? loan a nigga some money
1318308424451563520,Day 207 of the Lock-down: #ElroiAcademy #Education #Online #ELearning #Student #SouthAfrica #OnlineMatric #MatricRewrites #VideoLessons #change https://t.co/7o8MyMmKbw,normal,not_aggressive,na,0,0,0,day 207 of the lock-down: el roi academy education online e learning student south africa onlinematric matric rewrites video lessons change <url>
1314889673399992322,Nothing like starting a Saturday with GREAT news! Tampa man given same experimental treatment as President Trump shares story of COVID-19 recovery | WFLA https://t.co/0spyWbrSdB,normal,not_aggressive,na,0,0,0,nothing like starting a saturday with great news! tampa man given same experimental treatment as president trump shares story of covid19 recovery | wfla <url>
1320403211367362562,"Seen a nigga wear his mask in the gym, then took it off for the hoop session THEN put it back on",normal,not_aggressive,na,0,0,0,"seen a nigga wear his mask in the gym, then took it off for the hoop session then put it back on"
