,annot1,annot2,content,expert,label,orig_final_label,text,tweetid
416,none_of_the_above,none_of_the_above,RT @fight_virus Coronavirus-Update !!🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨#Wuhan #CoronavirusOutbreak #China #Coronavirus #PrayForWuhan #coronavirus #CoronavirusOutbreak #PrayForChina #coronaviruswuhan #2019nCoV #China #Wuhan #WuhanCoronavirus #ChinaVirus #WuhanPneumonia #CoronaOutbreak #who https://t.co/2cw4W3goOM,none_of_the_above,0,none_of_the_above,<user> coronavirus-update !! wuhan corona virus outbreak china coronavirus pray for wuhan coronavirus corona virus outbreak pray for china coronavirus wuhan 2019ncov china wuhan coronavirus chinavirus wuhan pneumonia corona outbreak who <url>,1226907642578251777
417,none_of_the_above,none_of_the_above,#CoronaVirus Rapidly Evolving Situation. WI possible cases: ReadMore: https://t.co/KliMulkQWp #nCoV2019 #CoronaOutbreak #Flu #Epidemic #ChinaFlu,none_of_the_above,0,none_of_the_above,coronavirus rapidly evolving situation. wi possible cases: readmore: <url> ncov2019 corona outbreak flu epidemic chinaflu,1222923742650740738
418,none_of_the_above,none_of_the_above,@KongTsungGan Hk people should not bare the cost of stupid government measures against the #ChinaVirus,none_of_the_above,0,none_of_the_above,<user> hk people should not bare the cost of stupid government measures against the chinavirus,1228989245559201794
419,none_of_the_above,none_of_the_above,@livecrisisnews Breakthrough: Chloroquine phosphate has shown apparent efficacy in treatment of COVID-19 associated pneumonia in clinical studies. https://t.co/FWXbNAV7LP #COVID2019 #Coronavirus #Corona #wuhanflu,none_of_the_above,0,none_of_the_above,<user> breakthrough: chloroquine phosphate has shown apparent efficacy in treatment of covid19 associated pneumonia in clinical studies. <url> covid2019 coronavirus corona wuhan flu,1231104195039657984
420,none_of_the_above,none_of_the_above,@embassysuites 24hrs later.  unimpressed. #wuhanvirus #madeinchina https://t.co/cwfxn3amsy,none_of_the_above,0,none_of_the_above,<user> 24hrs later. unimpressed. wuhan virus made in china <url>,1239726303529652224
421,none_of_the_above,none_of_the_above,"New imported #WuhanSARs case in #Japan. Seems fine. Onset January 3rd, did not visit the Seafood Food market. Even if mild, I wonder if we get a #WHO emergency meeting now 🤔 https://t.co/SJ1uT9nRRH",none_of_the_above,0,none_of_the_above,"new imported wuhansars case in japan. seems fine. onset january 3rd, did not visit the seafood food market. even if mild, i wonder if we get a who emergency meeting now <url>",1217659307174420481
422,none_of_the_above,none_of_the_above,"rt @visitkrd: @jodybelcher7 @sart48 seriously i don't get it. does #chinavirus cause the runs? if so, the media is not telling us this impo…",none_of_the_above,0,none_of_the_above,"<user> seriously i don't get it. does chinavirus cause the runs? if so, the media is not telling us this impo",1237414512816463872
423,none_of_the_above,none_of_the_above,RT @yuzhouyu123 i wont stop them for eating this cause if they die its Darwin’s natural selection... #ChinaPneumonia #SARS2 #SARS2020 #WuhanCoronavirus https://t.co/X0krG9958l https://t.co/jMbCHRmCxq,none_of_the_above,0,none_of_the_above,<user> i wont stop them for eating this cause if they die its darwins natural selection... china pneumonia sars2 sars2020 wuhan coronavirus <url> <url>,1220057644758470656
424,none_of_the_above,none_of_the_above,RT @fight_virus ☣ Coronavirus-Update !!🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨#Wuhan #CoronavirusOutbreak #China #Coronavirus #PrayForWuhan #coronavirus #CoronavirusOutbreak #PrayForChina #coronaviruswuhan #2019nCoV #China #Wuhan #WuhanCoronavirus #ChinaVirus #WuhanPneumonia #CoronaOutbreak #WHO https://t.co/A2am9Pdk4T,none_of_the_above,0,none_of_the_above,<user> coronavirus-update !! wuhan corona virus outbreak china coronavirus pray for wuhan coronavirus corona virus outbreak pray for china coronavirus wuhan 2019ncov china wuhan coronavirus chinavirus wuhan pneumonia corona outbreak who <url>,1225112428205301760
425,none_of_the_above,none_of_the_above,New #Chinesevirus 'will have infected hundreds' 🤮😱🤧💀 https://t.co/8HUblGBpJi,none_of_the_above,0,none_of_the_above,new chinesevirus 'will have infected hundreds' <url>,1218468215606730753
426,none_of_the_above,none_of_the_above,"RT @Snowydovey1 @WBYeats1865 What if these are for another mission, massacre of all people inside Wuhan? #ChinaziVirus #China_is_terrorist",none_of_the_above,0,none_of_the_above,"<user> what if these are for another mission, massacre of all people inside wuhan? china z i virus china _is_ terrorist",1221248029908402176
427,none_of_the_above,none_of_the_above,"coronavirus: indian firms set for windfall as china desperately seeks face mask raw materials, reports ⁦@sulin_tan⁩ #china #china #india #coronaviruspandemic #chinavirus #indiavscorona #mask #masks #covid #covid_19  https://t.co/ox696fagwp",none_of_the_above,0,none_of_the_above,"coronavirus: indian firms set for windfall as china desperately seeks face mask raw materials, reports <user> china india coronavirus pandemic chinavirus indiavscorona mask masks covid covid_19 <url>",1238455600331157504
428,none_of_the_above,none_of_the_above,"RT @shige84110867 #Corona #ChinaCoronaVirus #chinaoutbreak #ChinaVirus   The number of pneumonia outbreaks in Wuhan #China has been announced a few days ago, showing 154,023 confirmed cases and 24,589 deaths...it’s #FakeNews or not? https://t.co/xj8xFW1HJa",none_of_the_above,0,none_of_the_above,"<user> corona china coronavirus china outbreak chinavirus the number of pneumonia outbreaks in wuhan china has been announced a few days ago, showing 154,023 confirmed cases and 24,589 deaths...its fake news or not? <url>",1225179186442039296
429,none_of_the_above,none_of_the_above,"South Korea  - 11,631 currently being tested for #coronavirus - Up from 8,725 this morning #coronavirus #COVID2019 #ChinaVirus 2019-nCoV #coronaviruschina #WuhanCoronavirus #CoronavirusOutbreak",none_of_the_above,0,none_of_the_above,"south korea - 11,631 currently being tested for coronavirus - up from 8,725 this morning coronavirus covid2019 chinavirus 2019-ncov coronavirus china wuhan coronavirus corona virus outbreak",1231861812846419968
430,none_of_the_above,none_of_the_above,"DuPont Industrial & Scientific 1414 Large TY122S Large EACH Disposable Elastic Wrist, Bootie and Hood Tyvek Coverall Suit 1414 White https://t.co/nHqxuszTO7 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",none_of_the_above,0,none_of_the_above,"dupont industrial & scientific 1414 large ty122s large each disposable elastic wrist, bootie and hood tyvek coverall suit 1414 white <url> ad coronavirus corona outbreak wuhan flu chinaflu flu virus corona virus outbreak coronavirus wuhan 2019ncov covid19",1230136770332942338
431,entity_directed_criticism,none_of_the_above,@GBNReports Cases are still starting to manifest inspite of their efforts. Hope the situation of this #ChinesePneumonia is really under control as these officials claimed.,none_of_the_above,0,none_of_the_above,<user> cases are still starting to manifest inspite of their efforts. hope the situation of this chinese pneumonia is really under control as these officials claimed.,1213844087578644488
432,none_of_the_above,none_of_the_above,Coronavirus Outbreak: Indians Coming From China Will Be Kept in Special Wards Maintained by The Indian Army #IndianArmy #Coronavirus #ChinaVirus #India https://t.co/bluztd0hHz,none_of_the_above,0,none_of_the_above,coronavirus outbreak: indians coming from china will be kept in special wards maintained by the indian army indian army coronavirus chinavirus india <url>,1223208971122536450
433,none_of_the_above,none_of_the_above,people even laugh on hindus for believing cow as sacred and cow urine as cure for many diseases .. very soon even they will start believing this too .. whole world will follow sanatan dharma way of life #chinavirus #coronavirusinpakistan #coronavirususa https://t.co/3mfe1kiehu,none_of_the_above,0,none_of_the_above,people even laugh on hindus for believing cow as sacred and cow urine as cure for many diseases .. very soon even they will start believing this too .. whole world will follow sanatan dharma way of life chinavirus coronavirus in pakistan coronavirus usa <url>,1239889873504317440
434,none_of_the_above,none_of_the_above,RT @AussieViaAsia Hospital chief dies in Wuhan after contracting coronavirus https://t.co/NAjcva5AsV  #WuhanCoronavirus #WuhanPneumonia #WuhanSARS #COVID19 #ChinaVirus #Hubei #CCPChina,none_of_the_above,0,none_of_the_above,<user> hospital chief dies in wuhan after contracting coronavirus <url> wuhan coronavirus wuhan pneumonia wuhansars covid19 chinavirus hubei ccp china,1229898807648903170
435,none_of_the_above,none_of_the_above,"RT @sonoftaiwan @mrdaps @DisneyD23 No, liu #Mulan she support red Geatapo foced rape girl in #HongKong.  Not a dream.  #boycottMulan #Uyghur #Auschwitz #HongkongPoliceTerrorism #HongKongPoliceTerrorists @THR #ChinaLies #chineseRacism   She is fake Americans. https://t.co/xRW3VUvLss",none_of_the_above,0,none_of_the_above,"<user> no, liu mulan she support red geatapo foced rape girl in hong kong. not a dream. boycott mulan uyghur auschwitz hong kongpoliceterrorism hong kongpoliceterrorists <user> china lies chinese racism she is fake americans. <url>",1226521929604984835
436,none_of_the_above,none_of_the_above,at&amp;t asks all employees to work from home if they can due to coronavirus https://t.co/4a5h9kzu9j  #wuhan #coronavirus #coronaviruschina #covid19 #covid19china #covidー19 https://t.co/uuemdjpnsm,none_of_the_above,0,none_of_the_above,at&amp;t asks all employees to work from home if they can due to coronavirus <url> wuhan coronavirus china covid19 china covid19 <url>,1239645123371241472
437,none_of_the_above,none_of_the_above,"@breitbartnews faith is important. diseases &amp; viruses come &amp; go. it's the #allah's way of showing he is almighty, the creator, controller &amp; destroyer. #allah protects believrs &amp; punishs  #infidels or #kaafirs. it's foolish 2 think one can go against the will of #allah. #coronavirus #chinavirus",none_of_the_above,0,none_of_the_above,"<user> faith is important. diseases &amp; viruses come &amp; go. it's the allah's way of showing he is almighty, the creator, controller &amp; destroyer. allah protects believrs &amp; punishs infidels or kaafir s. it's foolish 2 think one can go against the will of allah. coronavirus chinavirus",1234662694071877632
438,none_of_the_above,none_of_the_above,"mexico frets about #usa  #wuhanflu😷#wuhanvirus ☣#covid19☣#sarscov2☣#coronavirus☣ 🌐global pandemic outbreak fears &amp; paranoia😱 🚫#canceleverything🚫#canceleverythingnow 🚫#cancel2020 #quarantine spread, could restrict border. https://t.co/3whyieucdi https://t.co/dottv3krur",none_of_the_above,0,none_of_the_above,"mexico frets about usa wuhan flu wuhan virus covid19 sarscov2 coronavirus global pandemic outbreak fears &amp; paranoia cancel everything cancel everything now cancel 2020 quarantine spread, could restrict border. <url> <url>",1238694653362237440
439,none_of_the_above,none_of_the_above,@cernovich i don't have firsthand knowledge of anyone with #chinavirus. i don't even know of anyone who is sick with anything right now. i haven't heard anyone tell me that they know anyone at all with #wuhanvirus either. beginning to think this might actually be a #falseflag this time.,none_of_the_above,0,none_of_the_above,<user> i don't have firsthand knowledge of anyone with chinavirus. i don't even know of anyone who is sick with anything right now. i haven't heard anyone tell me that they know anyone at all with wuhan virus either. beginning to think this might actually be a false flag this time.,1239547090872614912
440,none_of_the_above,none_of_the_above,@realdonaldtrump #chinesevirus #wuhancoronavirus there is no doubt about the fact even i’m chinese.,none_of_the_above,0,none_of_the_above,<user> chinesevirus wuhan coronavirus there is no doubt about the fact even im chinese.,1239895451576315904
441,none_of_the_above,counter_speech,"RT @contrariansmind 🙏🤗Praying for all chinese, and hoping the wuhan virus does not spread throughout the world like SARS🧪  #SARS2 #SARS  #WuhanPneumonia #WuhanSARS #wuhanvirus #ChinaVirus #death #outbreak #infections $WUHN @WGG_Company @M3Jano @chineseguy88 #ChineseVloggers @ChinaBlogTweets https://t.co/Wb041YtqKy",none_of_the_above,0,none_of_the_above,"<user> praying for all chinese, and hoping the wuhan virus does not spread throughout the world like sars sars2 sars wuhan pneumonia wuhansars wuhan virus chinavirus death outbreak infections $wuhn <user> chinese vloggers <user> <url>",1219646071363776512
442,none_of_the_above,none_of_the_above,WHO announced it would hold an emergency meeting in Geneva today to decide whether the outbreak should be declared an international public health emergency. The Emergency Committee was due to meet again on Thursday to make a decision #WuFlu #Coronavirus,none_of_the_above,0,none_of_the_above,who announced it would hold an emergency meeting in geneva today to decide whether the outbreak should be declared an international public health emergency. the emergency committee was due to meet again on thursday to make a decision wuflu coronavirus,1220219118302846976
443,none_of_the_above,none_of_the_above,RT @ShadowMonsterT1 Things are getting nuts in Italy. #coronavirus #pandemic #WuFlu,none_of_the_above,0,none_of_the_above,<user> things are getting nuts in italy. coronavirus pandemic wuflu,1232771868773539841
444,none_of_the_above,none_of_the_above,"@hillaryclinton @realdonaldtrump with your lust for power, it must be tough to contain your excitement about the real pain and devastation that average americans will have to deal with from the #wuhanvirus",none_of_the_above,0,none_of_the_above,"<user> with your lust for power, it must be tough to contain your excitement about the real pain and devastation that average americans will have to deal with from the wuhan virus",1238194281694797824
445,none_of_the_above,none_of_the_above,@krmarko @layereddelay @cdcgov mypov: there is a good decision matrix in there. let’s hope administrators read the whole paper a few times.   #coronavirus #covid19 #sarscov2 #chinavirus,none_of_the_above,0,none_of_the_above,<user> mypov: there is a good decision matrix in there. lets hope administrators read the whole paper a few times. coronavirus covid19 sarscov2 chinavirus,1239275090426114048
446,none_of_the_above,none_of_the_above,"@Reuters This is a village in north west Hubei, the roads are blocked, the broadcasting says in order to prevent Wuhan virus, everyone should stay at home. The quarantine started on 24th January. #Wuhanvirus2020 #wuhanvirus #ChinaziVirus #Hubei #ccp #China #wuhan #CoronaViruesue #anticcp https://t.co/7NY4E3G3KG",none_of_the_above,0,none_of_the_above,"<user> this is a village in north west hubei, the roads are blocked, the broadcasting says in order to prevent wuhan virus, everyone should stay at home. the quarantine started on 24th january. wuhanvirus2020 wuhan virus china z i virus hubei ccp china wuhan corona viru e sue anti ccp <url>",1221574761245040640
447,none_of_the_above,none_of_the_above,"@geraldorivera a morning head rush everyone. that’s about all that’ll do. enjoy. i thought i muted you. gonna take care of that right now. and by the way, it’s #wuhanvirus and #chinasucks. 👌",none_of_the_above,0,none_of_the_above,"<user> a morning head rush everyone. thats about all thatll do. enjoy. i thought i muted you. gonna take care of that right now. and by the way, its wuhan virus and china sucks.",1238452859227770880
448,entity_directed_hostility,none_of_the_above,"rt @ajphelo: my hero! the leader of the world, the best thing since bread came sliced, xi jin ping #xijinping #chinacoronavirus #chinazi  h…",none_of_the_above,0,none_of_the_above,"<user> my hero! the leader of the world, the best thing since bread came sliced, xi jin ping xi jinping china coronavirus chinazi h",1237388281538433024
449,none_of_the_above,none_of_the_above,spain confirms country's first death from coronavirus  #coronavirus #coronarvirues #coronaoutbreak #wuhan #china #covid19 #spain,none_of_the_above,0,none_of_the_above,spain confirms country's first death from coronavirus corona rv i rues corona outbreak wuhan china covid19 spain,1235048223129006080
450,none_of_the_above,none_of_the_above,Shock: Arrest of people that not wearing masks https://t.co/MFCni8MIf5 #WuhanCoronavirus #WuhanVirus #Pneumonia #CoronaVirus #Wuhan #WuhanSARS #WuhanPneumonia #ChinaPneumonia #коронавирусом #冠狀病毒 #코로나바이러스  #コロナウイルス #ਕੋਰੋਨਾਵਾਇਰਸ #коронавирус,none_of_the_above,0,none_of_the_above,shock: arrest of people that not wearing masks <url> wuhan coronavirus wuhan virus pneumonia coronavirus wuhan wuhansars wuhan pneumonia china pneumonia,1226885256629800962
451,none_of_the_above,none_of_the_above,nhs to stop all non urgent  operations from april which will free 30000 beds out of 100000 bed capacity... #wuhanvirus  #wuhanflu #wuhancoronavirus #covid19iswuhanflu 😌,none_of_the_above,0,none_of_the_above,nhs to stop all non urgent operations from april which will free 30000 beds out of 100000 bed capacity... wuhan virus wuhan flu wuhan coronavirus covid19iswuhanflu,1239935459645587456
452,none_of_the_above,none_of_the_above,🔥Check out this news!... #coronavirus #COVID_19 #COVID19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus ...  Please share and RT! https://t.co/PD6sJUp0jv,none_of_the_above,0,none_of_the_above,check out this news!... coronavirus covid_19 covid19 wuhan coronavirus china wuhan coronavirus chinavirus ... please share and ! <url>,1232369714049036295
453,entity_directed_criticism,none_of_the_above,@hawleymo they have been saying that the us spread the virus to china for over 2 months. my relatives in hong kong received that message through chinese social media weeks ago! it’s time for the us to do sth! #chinavirus,none_of_the_above,0,none_of_the_above,<user> they have been saying that the us spread the virus to china for over 2 months. my relatives in hong kong received that message through chinese social media weeks ago! its time for the us to do sth! chinavirus,1239782767467966464
454,none_of_the_above,none_of_the_above,Coronavirus: US issues alert level 2 travel notice #UnitedStates #travelnotice #Daegu #Cheongdo #COVID19 #WuhanPneumonia #ChinaVirus #2019nCoV #China #coronaviruschina #CoronaOutbreak #Wuhan #WuhanVirus #Coronavirus  https://t.co/VtqiPh3HFC,none_of_the_above,0,none_of_the_above,coronavirus: us issues alert level 2 travel notice united states travel notice daegu cheong do covid19 wuhan pneumonia chinavirus 2019ncov china coronavirus china corona outbreak wuhan virus coronavirus <url>,1231515998169137153
455,entity_directed_hostility,none_of_the_above,"@SpokespersonCHN Hey old ass, you should know that there is no speech censorship on Twitter which is totally different from your communist zombie farm.  #WuhanCoronovirus  #ChinaVirus  #ChinaPneumonia",none_of_the_above,0,none_of_the_above,"<user> hey old ass, you should know that there is no speech censorship on twitter which is totally different from your communist zombie farm. wuhan coro no virus chinavirus china pneumonia",1231166243257888768
456,none_of_the_above,none_of_the_above,RT @khalid911haider Reward of up to 20K yuan (about $3000) to those who report residents of #Wuhan to the police in the event that they leave #Wuhan. #CoronavirusOutbreak #coronavirus #WuhanLockDown #WuhanCoronovirus #ChinaVirus #coronaviruswuhan https://t.co/W2cAHYkdPC,none_of_the_above,0,none_of_the_above,<user> reward of up to 20k yuan (about $3000) to those who report residents of wuhan to the police in the event that they leave wuhan. corona virus outbreak coronavirus wuhan lockdown wuhan coro no virus chinavirus coronavirus wuhan <url>,1225615617509687296
457,none_of_the_above,none_of_the_above,"🚨🚨🚨  South China Morning Post Coronavirus Update  20,676 confirmed 'cases' 427 confirmed deaths 664  'recovered'  #冠状病毒 #WuhanAcuteRespiratorySyndrome #CoronaVirus #WuhanFlu #nCoV  https://t.co/OKhwX8zGtC https://t.co/MhrT3FPEyo",none_of_the_above,0,none_of_the_above,"south china morning post coronavirus update 20,676 confirmed 'cases' 427 confirmed deaths 664 'recovered' wuhan acute respiratory syndrome coronavirus wuhan flu ncov <url> <url>",1224679967285485570
458,none_of_the_above,none_of_the_above,what kind of a joke it is dc lahore? an isolation ward for #chinavirus with no isolation :d https://t.co/xsqrubfrxc,none_of_the_above,0,none_of_the_above,what kind of a joke it is dc lahore? an isolation ward for chinavirus with no isolation :d <url>,1239748804179525632
459,none_of_the_above,none_of_the_above,#coronavirus: Stay Calm and Avoid the Hype #ChinaVirus #CoronavirusOutbreak #COVID2019  #Election2020 https://t.co/HdUWktWDeV,none_of_the_above,0,none_of_the_above,coronavirus: stay calm and avoid the hype chinavirus corona virus outbreak covid2019 election 2020 <url>,1234663773228519427
460,none_of_the_above,none_of_the_above,'washington state is the us’s #wuhan.' this is a must read for everyone. #coronavirus  https://t.co/wayyypikhg,none_of_the_above,0,none_of_the_above,'washington state is the uss wuhan.' this is a must read for everyone. coronavirus <url>,1238969495177158656
461,none_of_the_above,none_of_the_above,"RT @tezuma75 \It's very important that politics not get involved in this response to #coronavirus,\"" U. S. #Healthofficials says.   \""This is a public health crisis. The United States is here to help #ChinaVirus.\""  ☠️🇨🇳💀💥https://t.co/Q7Ld9LtwC2""",none_of_the_above,0,none_of_the_above,"<user> \it's very important that politics not get involved in this response to coronavirus,\"" u. s. health officials says. \""this is a public health crisis. the united states is here to help chinavirus.\"" <url>",1228466748535562241
462,none_of_the_above,none_of_the_above,@time do exactly the opposite of what #chinazi says.... #wuhanvirus,none_of_the_above,0,none_of_the_above,<user> do exactly the opposite of what chinazi says.... wuhan virus,1238490833546088448
463,entity_directed_hostility,none_of_the_above,sooo republicans are using the #chinavirus narrative to sell the wall. did china move in next door? https://t.co/xppb1uwr3c,none_of_the_above,0,none_of_the_above,sooo republicans are using the chinavirus narrative to sell the wall. did china move in next door? <url>,1237401415674466304
464,discussion_of_eastasian_prejudice,none_of_the_above,"We should just call Flushing Queens, The Province of Flu Shing, wear a mask 7 train! #NYC #SUBWAY #CORONAVIRUS #ChinesePneumonia",none_of_the_above,0,none_of_the_above,"we should just call flushing queens, the province of flu shing, wear a mask 7 train! nyc subway coronavirus chinese pneumonia",1225077877533745152
465,none_of_the_above,none_of_the_above,#AngelaHewlett #BiocontainmentUnit #China #ChineseCoronavirus #GlobalCenterForHealthSecurity #InfectiousDiseaseSpecialists #JamesLawler #KaronaVirus #MarkRupp #NebraskaMedicine #HealthTipsVideos  New post (#Answers ...) has been published on H ... - ...,none_of_the_above,0,none_of_the_above,angela hewlett bio containment unit china chinese coronavirus global center for health security infectious disease specialists james lawler karon a virus mark rupp nebraska medicine health tips videos new post ( answers ...) has been published on h ... - ...,1224540757836451840
466,none_of_the_above,none_of_the_above,"@business #BreakingNews #UK anti #coronavirus #masks STOCK LEVELS are #ALLTIMELOW  Don't wait until the last minute, get your #facemask now!  #CoronavirusWho #coronoavirusoutbreak #corona #nCoV2019 #sars2020 #PanicInDC #chinaflu #ChinaCoronaVirus #coronavirusec  https://t.co/YPbE5n8XaG",none_of_the_above,0,none_of_the_above,"<user> breaking news uk anti coronavirus masks stock levels are all time low don't wait until the last minute, get your face mask now! coronavirus who coro no a virus outbreak corona ncov2019 sars2020 panic in dc chinaflu china coronavirus ec <url>",1227369221648240643
467,none_of_the_above,none_of_the_above,stop it.  you are being ridiculous.  #chinavirus https://t.co/0ssy4guhms,none_of_the_above,0,none_of_the_above,stop it. you are being ridiculous. chinavirus <url>,1239895404927385600
468,entity_directed_criticism,none_of_the_above,"A hospital in #Wuhan which is bad sanitary environment. No medicine, vaccine & water to be provided. All patients sleeps closely together. #NCS #WuhanPneumonia #WuhanCoronavius #ChinaVirus #Hubei #ChinaziVirus #coronavirus #WHO #hygiene #ChinaPneumonia https://t.co/GMmNVNvLXg",none_of_the_above,0,none_of_the_above,"a hospital in wuhan which is bad sanitary environment. no medicine, vaccine & water to be provided. all patients sleeps closely together. ncs wuhan pneumonia wuhan corona vi us chinavirus hubei china z i virus coronavirus who hygiene china pneumonia <url>",1226351529919041537
469,none_of_the_above,none_of_the_above,Breakingnews 14840 more case #coronavirus in hubei province an 242 dead in one days #covid-19 #chinavirus,none_of_the_above,0,none_of_the_above,breakingnews 14840 more case coronavirus in hubei province an 242 dead in one days covid19 chinavirus,1227743324301213697
470,none_of_the_above,none_of_the_above,"Corona virus claims 1,016 lives in China so far; over 40,000 cases reported  #Coronavirus #CoronavirusWho #CoronavirusChina #CoronavirusOutbreak #China #ChinaVirus #Update https://t.co/RXxfRAmoap",none_of_the_above,0,none_of_the_above,"corona virus claims 1,016 lives in china so far; over 40,000 cases reported coronavirus who coronavirus china corona virus outbreak china chinavirus update <url>",1227403837935276033
471,none_of_the_above,none_of_the_above,"China to build 1,000-bed hospital over weekend to treat coronavirus patients..... || #ChinaVirus #CoronaVirus #WuhanCoronavirus #China #Wuhan #CoronoaVirus #CoronaOutbreak  #ChinaCoronaVirus  https://t.co/NSLck5OjEn",none_of_the_above,0,none_of_the_above,"china to build 1,000-bed hospital over weekend to treat coronavirus patients..... || chinavirus coronavirus wuhan coronavirus china wuhan coro no a virus corona outbreak china coronavirus <url>",1221618074635255809
472,none_of_the_above,none_of_the_above,"@realjameswoods #chinacoronavirus #coronavirusoutbreak #chinavirus #coronavirus   ironically-  the defiant man playing golf in the fresh air and sunshine, is probably the least likely to become ill  stay active, positive &amp; clean.  stress kills  sunlight is nature’s anti-virus",none_of_the_above,0,none_of_the_above,"<user> china coronavirus corona virus outbreak chinavirus coronavirus ironically- the defiant man playing golf in the fresh air and sunshine, is probably the least likely to become ill stay active, positive &amp; clean. stress kills sunlight is natures anti-virus",1237441904339386368
473,none_of_the_above,none_of_the_above,RT @OCDrises Was Xi last seen coughing 12 days ago? If it’s revealed that he has caught the virus and died... all hell will break loose in China. #China #ChinaVirus #wuhanvirus #WuhanOutbreak  #Coronavirus #coronaoutbreak #coronavirusHK #CoronavirusOutbreak #nCoV2019 #2019nCoV #Bioweapon https://t.co/GvfFHeqxEW,none_of_the_above,0,none_of_the_above,<user> was xi last seen coughing 12 days ago? if its revealed that he has caught the virus and died... all hell will break loose in china. china chinavirus wuhan virus wuhan outbreak coronavirus corona outbreak coronavirus hk corona virus outbreak ncov2019 2019ncov bioweapon <url>,1226704526096207873
474,none_of_the_above,none_of_the_above,"RT @Oneindia #CoronaVirusIndia | A girl in Bihar’s Chapra, who came back from China, is in hospital after showing symptoms similar to those of the rapidly spreading novel #coronavirus   #ChinaVirus #CoronavirusOutbreak https://t.co/AeTgKsFJfD",none_of_the_above,0,none_of_the_above,"<user> coronavirus india | a girl in bihars chapra, who came back from china, is in hospital after showing symptoms similar to those of the rapidly spreading novel coronavirus chinavirus corona virus outbreak <url>",1221666397836603392
475,none_of_the_above,none_of_the_above,Can't William take a joke or two about his dysfunctional 'royal' family like we all do ours? He disappeared after @RebelWilson's epic jokes about Andrew & Harry which left them stony-faced. 🤣  @KensingtonRoyal #PrinceWilliam #KateMiddleton #Megxit #HongKong  #ChineseCoronaVirus https://t.co/5DoJj09Z1M,none_of_the_above,0,none_of_the_above,can't william take a joke or two about his dysfunctional 'royal' family like we all do ours? he disappeared after <user> epic jokes about andrew & harry which left them stony-faced. <user> prince william kate middleton me gx it hong kong chinese coronavirus <url>,1224702187571425287
476,none_of_the_above,entity_directed_hostility,"@marcorubio @politico Yap, #Huawei just a organization controlled by #CCP to steal data from other countries   #China_is_terrorist #ChinaVirus #BoycottChina #AnywherebutChina",none_of_the_above,0,none_of_the_above,"<user> yap, huawei just a organization controlled by ccp to steal data from other countries china _is_ terrorist chinavirus boycott china anywhere but china",1233468569947688960
477,none_of_the_above,none_of_the_above,“we did it! we infected the world” #wuhanvirus https://t.co/opj4wykfgd,none_of_the_above,0,none_of_the_above,we did it! we infected the world wuhan virus <url>,1238818189871476736
478,none_of_the_above,none_of_the_above,@ezralevant looks like it. i’m pretty sick that traders are banking $ hand over fist on all this frantic trading. i think @realdonaldtrump should suspend trading for two weeks.  #coronavirusoutbreak #chinacoronavirus,none_of_the_above,0,none_of_the_above,<user> looks like it. im pretty sick that traders are banking $ hand over fist on all this frantic trading. i think <user> should suspend trading for two weeks. corona virus outbreak china coronavirus,1239663337685889024
479,none_of_the_above,none_of_the_above,@cernovich @barnes_law it is the wuhan china virus.  #wuhancoronavirus #wuhan #chinavirus #chinacoronavirus,none_of_the_above,0,none_of_the_above,<user> it is the wuhan china virus. wuhan coronavirus wuhan chinavirus china coronavirus,1238244481327120384
480,none_of_the_above,none_of_the_above,"@californiapanda and was first spoke about as #wuhancoronavirus, by one look... https://t.co/xpzbgtrpyk",none_of_the_above,0,none_of_the_above,"<user> and was first spoke about as wuhan coronavirus, by one look... <url>",1238078641197768704
481,none_of_the_above,none_of_the_above,it's been about 3 years since i have gotten on twitter. i have been locked in my apartment for over a month due to the virus... i guess you could say i am down to my last option to save myself from boredom. #coronavirus #chinacoronavirus #wheresthefunnystuff,none_of_the_above,0,none_of_the_above,it's been about 3 years since i have gotten on twitter. i have been locked in my apartment for over a month due to the virus... i guess you could say i am down to my last option to save myself from boredom. coronavirus china coronavirus wheres the funny stuff,1236620273329172480
482,none_of_the_above,none_of_the_above,RT @TPE_connect China: Snakes could be the source of the Wuhan Coronavirus outbreak.. #ChinaVirus #Wuhan #China #CoronoaVirus #CoronaVirus #WuhanCoronavirus #Snake #CoronaOutbreak  #ChinaCoronaVirus https://t.co/2NQRmGCpvH,none_of_the_above,0,none_of_the_above,<user> china: snakes could be the source of the wuhan coronavirus outbreak.. chinavirus wuhan china coro no a virus coronavirus wuhan coronavirus snake corona outbreak china coronavirus <url>,1221824462124961795
483,none_of_the_above,none_of_the_above,@BlessedBeAreWe Three foreigners — a Pakistani and two Australians — have been diagnosed with the novel #coronavirus in Guangdong province  #WuhanAcuteRespiratorySyndrome #CoronaVirus #WuhanFlu #2019nCoV #nCoV2019 #nCoV  https://t.co/xpR2L0iCGg,none_of_the_above,0,none_of_the_above,<user> three foreigners a pakistani and two australians have been diagnosed with the novel coronavirus in guangdong province wuhan acute respiratory syndrome coronavirus wuhan flu 2019ncov ncov2019 ncov <url>,1222520128363008000
